Thermocouple 0 (deg C)	Thermocouple 1 (deg C)	Thermocouple 2 (deg C)	Thermocouple 3 (deg C)
88.988	93.386	98.338	99.686
88.988	93.386	96.314	99.462
84.919	93.048	97.438	102.942
89.101	91.357	98.675	102.942
85.032	92.823	94.963	101.820
85.032	90.455	96.426	102.830
85.145	93.950	95.751	99.574
86.502	92.147	96.089	103.166
85.259	92.034	96.201	102.044
88.310	94.062	98.563	101.707
87.181	92.936	96.764	100.360
86.050	93.612	98.113	101.146
86.050	94.513	96.426	102.044
86.842	91.245	97.101	100.136
86.502	91.019	97.551	102.830
87.633	90.568	97.663	100.922
86.842	94.513	96.876	100.585
86.276	94.625	95.526	101.258
86.842	92.259	95.863	103.166
87.407	93.950	99.012	103.054
86.502	92.034	97.326	100.472
88.423	93.837	98.001	101.034
86.729	92.936	99.237	103.054
86.389	90.793	96.764	101.707
88.197	92.259	96.651	102.717
87.294	92.259	97.326	103.951
89.552	93.048	99.124	103.615
87.294	93.950	98.225	101.595
86.842	94.287	98.001	100.697
87.746	92.372	96.876	104.400
86.050	94.963	98.338	103.951
85.937	93.161	97.776	102.493
86.842	94.400	95.976	104.400
87.520	94.625	98.338	101.707
86.163	92.823	97.551	103.727
89.327	92.710	98.900	102.044
90.004	92.823	98.787	103.839
87.858	91.357	97.663	103.615
88.084	92.598	96.539	101.707
90.117	91.808	97.776	103.390
87.181	92.485	98.900	102.605
88.197	95.076	99.012	102.493
88.084	93.499	99.012	102.605
88.762	92.147	96.876	104.175
89.214	92.485	99.237	102.942
88.197	93.837	97.551	104.288
90.004	94.513	99.574	102.493
90.229	91.583	100.585	103.951
88.197	95.751	96.426	104.288
86.955	92.936	97.438	100.697
87.746	93.048	98.001	104.736
90.568	95.976	98.900	102.381
88.762	93.837	98.675	101.371
88.988	95.976	99.574	102.381
87.971	92.034	99.349	104.960
87.181	95.526	98.113	102.381
91.132	96.201	100.472	104.624
90.793	94.513	97.551	102.493
88.875	93.724	97.326	102.830
87.181	93.386	100.023	103.390
87.407	93.386	100.360	103.503
90.906	92.372	100.136	101.371
89.439	94.062	100.809	104.624
91.132	95.751	97.663	104.848
87.633	94.625	96.876	104.288
89.891	95.413	100.922	104.512
89.778	93.837	99.462	103.951
89.101	92.823	97.551	104.063
90.906	96.201	98.338	102.044
91.132	92.598	97.101	104.063
87.520	92.485	99.462	102.493
91.357	95.638	99.012	103.615
89.327	96.426	101.146	105.296
88.197	93.386	97.776	102.605
91.357	95.638	97.551	103.278
90.229	96.426	98.787	104.848
90.793	94.625	99.349	103.839
91.696	95.638	99.012	103.503
91.019	96.201	99.349	105.184
90.568	96.314	99.911	102.717
88.988	93.724	98.113	102.044
90.568	92.936	101.707	104.512
88.536	93.499	97.663	105.745
89.327	95.863	100.023	105.072
89.778	94.175	101.146	103.951
91.357	94.175	98.787	104.848
89.891	92.936	99.574	103.278
88.084	96.988	99.574	105.521
90.681	96.651	98.450	103.166
89.101	96.539	97.776	103.951
88.084	94.513	100.697	104.736
90.342	93.386	99.124	103.278
89.439	96.201	101.034	103.054
88.988	96.201	99.574	103.615
90.117	96.539	98.900	105.857
92.372	94.625	99.012	105.745
88.875	93.499	98.900	105.745
89.891	95.863	98.900	102.493
90.906	97.438	99.012	103.503
88.988	94.062	100.248	105.521
89.439	97.663	100.023	102.942
88.875	94.400	102.269	102.942
91.808	94.850	100.248	105.969
91.019	97.551	100.922	104.624
88.988	94.287	100.697	103.503
91.019	93.724	102.381	105.072
91.921	96.539	101.371	106.305
90.793	96.089	100.697	104.063
92.598	95.863	99.012	106.641
91.696	97.101	100.585	105.184
88.988	97.551	101.258	106.193
89.552	94.287	101.371	102.605
90.906	96.426	100.023	104.400
91.019	95.076	98.563	102.717
93.161	95.188	99.237	105.857
92.823	95.976	99.124	103.278
91.470	96.651	102.717	105.633
89.665	97.551	98.900	103.054
92.034	97.101	99.799	106.417
89.891	97.663	102.156	103.503
92.936	97.326	101.258	104.736
89.327	94.175	101.258	102.717
91.019	96.876	100.585	104.624
92.936	96.539	100.809	106.417
90.229	97.776	102.381	105.409
93.612	95.413	103.054	105.521
91.921	94.963	101.483	103.278
90.229	96.651	102.942	105.969
92.034	94.400	100.023	106.305
90.455	96.426	99.911	107.201
93.499	96.426	100.472	106.305
89.778	94.738	99.462	107.201
91.470	96.651	101.932	103.839
92.823	97.213	99.237	103.278
91.696	96.764	103.166	103.278
93.950	95.638	100.248	107.313
92.147	98.563	99.911	103.390
90.568	96.426	103.278	104.288
93.724	97.438	101.707	107.201
91.245	97.888	99.349	107.089
91.808	95.413	100.472	104.736
90.681	98.563	101.371	103.727
92.372	95.526	101.146	105.296
91.808	96.651	101.595	104.400
91.357	98.787	99.799	104.736
91.245	95.188	100.136	107.089
92.372	95.188	102.717	104.848
93.048	98.787	101.932	106.529
91.019	96.201	101.146	104.175
91.132	97.663	103.278	104.175
93.837	97.326	100.136	105.521
93.048	95.863	102.830	105.857
90.906	97.326	102.717	106.865
94.513	96.539	102.605	106.305
92.823	97.888	101.483	106.529
91.357	96.651	102.156	105.072
91.583	97.326	102.269	103.951
94.287	99.124	100.809	105.745
94.513	99.462	99.799	105.296
93.950	95.638	101.932	106.417
94.625	96.876	102.381	107.985
94.287	97.438	102.942	104.400
92.485	96.651	103.951	107.985
91.808	97.213	100.697	105.745
94.400	96.651	101.820	106.977
92.485	96.876	104.288	108.209
91.019	99.799	104.175	107.201
92.034	96.651	102.493	104.063
91.808	99.686	100.922	107.089
94.287	97.438	103.727	107.537
92.034	99.911	103.054	105.857
92.147	95.751	100.248	105.969
94.625	96.876	101.595	104.400
91.696	95.976	104.400	106.417
91.808	96.089	103.390	106.753
93.950	97.213	101.820	104.736
92.147	99.911	104.175	104.848
94.062	98.225	101.034	107.649
94.400	99.237	104.063	106.977
94.963	98.338	100.809	106.977
94.625	96.426	103.166	105.857
94.062	99.349	102.156	107.089
94.963	99.237	100.585	104.624
93.837	98.225	102.717	104.736
94.963	100.472	100.585	107.201
94.062	99.574	100.809	104.624
92.936	98.900	103.278	106.193
94.850	100.472	104.063	108.768
95.188	98.338	103.054	105.184
93.950	99.012	104.624	107.313
92.936	98.563	102.717	107.201
95.526	98.450	101.483	107.873
93.950	99.799	103.951	108.321
95.638	99.237	102.493	105.857
92.034	99.349	100.922	108.321
95.976	99.799	104.960	106.193
95.638	96.876	102.044	105.521
95.076	98.338	103.390	107.649
93.724	96.764	103.166	108.992
94.738	98.900	104.624	108.544
94.062	96.876	101.595	107.873
95.976	97.213	102.830	104.960
94.963	100.922	105.409	106.417
94.175	100.809	104.624	106.081
93.950	99.574	104.624	107.537
92.936	98.450	104.624	107.649
95.526	100.585	103.727	105.969
96.314	98.563	103.166	108.768
94.738	99.237	102.381	106.977
93.386	100.023	104.512	107.425
94.513	99.911	103.166	107.649
94.850	97.101	105.409	105.633
95.076	100.922	102.156	108.321
92.598	98.338	103.390	106.081
94.850	100.023	105.745	107.985
93.048	98.787	102.830	105.409
93.724	101.483	101.595	107.761
95.413	99.349	103.615	109.440
95.301	101.371	101.820	107.537
95.413	97.551	103.503	105.521
93.950	100.248	102.493	106.417
95.413	99.686	105.184	108.992
95.413	98.001	105.857	108.992
95.638	98.900	102.717	107.089
95.976	98.450	102.605	109.328
97.101	97.888	102.044	105.857
95.863	101.707	104.288	107.089
93.950	100.697	104.960	109.663
96.988	101.034	104.736	105.857
94.625	101.707	104.175	109.104
94.963	101.820	104.512	108.433
93.837	100.472	103.166	108.768
96.314	98.225	104.400	107.649
94.287	100.360	103.615	108.209
93.386	101.932	104.512	108.433
93.386	98.225	104.848	108.209
95.863	98.338	103.166	107.537
97.326	101.707	105.184	106.305
94.513	101.707	106.417	106.977
95.301	98.787	102.381	108.768
96.651	100.136	105.296	108.544
96.651	100.922	105.296	109.552
96.539	98.900	104.400	106.529
97.663	101.707	104.175	107.537
94.287	100.248	104.736	109.104
93.950	99.574	105.745	108.433
97.326	101.146	102.381	106.641
95.413	99.911	104.512	108.656
97.551	99.574	103.390	110.446
96.876	100.585	105.521	106.417
95.076	102.381	105.857	110.335
98.001	99.124	105.969	108.992
94.062	102.269	102.830	109.887
96.988	101.483	105.521	109.552
97.101	99.124	104.960	110.335
94.738	99.462	106.753	109.104
98.113	100.585	104.848	108.656
97.213	102.269	104.848	107.537
94.738	100.922	105.633	108.321
95.188	102.269	105.969	108.209
95.526	99.686	103.503	109.887
98.338	98.675	105.745	106.753
94.287	99.237	104.175	109.552
94.287	99.574	103.839	109.999
95.751	102.830	106.977	108.321
96.314	102.830	105.296	107.313
95.526	100.136	104.736	107.649
94.963	99.124	106.417	108.880
97.776	101.146	103.839	110.558
94.738	102.156	105.072	109.552
96.764	100.922	107.313	109.663
95.751	100.360	105.072	109.887
95.188	102.156	106.417	107.201
97.551	101.258	106.641	108.321
95.526	101.820	103.615	107.985
95.301	101.932	106.753	109.440
98.225	102.381	104.512	110.335
96.426	103.278	103.951	108.768
97.663	99.574	103.839	108.992
97.438	99.799	104.512	111.117
95.301	102.830	104.063	108.544
96.764	103.390	105.633	107.425
96.201	103.390	106.753	110.223
98.787	103.278	103.839	107.089
97.101	103.503	106.305	108.656
97.213	100.472	104.736	107.649
97.663	103.278	104.400	111.117
97.888	102.717	106.193	110.670
97.776	101.034	104.400	108.209
98.675	99.799	105.521	109.440
97.101	102.493	104.960	107.649
95.863	102.717	104.960	111.341
97.551	100.697	104.960	110.782
95.976	102.717	106.865	108.209
95.526	103.390	106.417	107.761
96.764	103.054	107.649	108.544
98.563	101.371	107.313	107.649
95.976	100.697	106.865	109.775
96.539	101.146	106.305	108.097
99.462	101.707	106.305	109.104
96.988	102.830	104.288	109.999
96.426	104.063	107.649	107.425
97.551	104.063	106.529	109.552
98.450	101.483	108.097	108.656
96.314	104.288	108.097	109.328
99.237	101.483	107.537	111.006
99.911	101.483	105.184	111.676
96.988	100.023	105.633	107.761
99.799	102.044	108.097	109.440
98.563	101.146	105.745	109.887
99.686	101.146	105.745	110.670
99.462	101.034	108.209	109.328
97.101	101.820	105.745	108.433
98.001	103.951	107.201	111.006
98.113	101.483	104.512	111.117
98.338	103.951	106.977	109.552
96.089	103.390	106.641	109.216
98.900	101.258	106.081	110.558
96.539	103.390	104.400	111.006
96.988	102.493	106.417	108.097
96.539	103.503	107.649	109.999
100.023	103.727	107.537	110.558
97.888	103.727	106.641	109.104
96.651	104.624	107.313	111.453
100.248	103.278	106.865	110.782
99.012	101.034	106.753	112.124
98.225	102.717	106.865	111.676
97.438	104.736	107.201	109.887
97.663	101.707	107.761	111.788
100.585	102.942	107.201	109.775
100.248	102.044	104.736	109.552
98.787	104.175	105.521	109.663
99.462	102.830	107.089	112.124
100.809	103.727	107.537	111.900
100.809	103.727	108.433	110.670
99.462	104.736	108.097	110.446
97.551	101.595	108.209	112.459
99.911	101.707	106.977	112.235
100.360	103.615	109.104	108.768
99.124	103.054	106.417	112.012
100.809	103.054	108.992	108.544
98.675	102.156	105.633	110.670
98.675	102.830	108.097	111.453
97.888	101.707	108.209	108.544
100.472	104.400	106.529	112.012
99.124	102.605	109.328	111.565
100.360	102.381	107.985	108.656
97.438	103.503	107.873	112.682
97.101	105.409	105.857	109.216
100.360	104.175	108.656	112.794
97.551	105.184	109.216	109.999
101.258	105.521	108.656	111.006
100.585	102.942	108.321	111.676
99.686	101.483	105.296	109.328
101.146	101.707	106.417	112.571
98.113	101.707	105.633	109.328
101.146	102.493	107.313	111.676
101.371	102.605	108.656	112.682
97.551	102.942	105.745	112.459
101.483	102.830	107.985	110.446
99.237	103.054	106.081	109.775
99.799	105.633	109.663	110.558
97.663	104.400	108.880	111.788
97.776	104.736	109.552	111.453
98.338	104.624	109.775	110.335
97.888	105.745	108.097	112.682
101.707	105.745	108.656	112.794
99.686	103.951	106.305	111.565
100.472	101.932	108.880	109.887
98.113	102.493	108.321	110.558
100.697	105.184	106.977	112.012
98.001	104.736	109.999	110.111
98.563	104.624	109.552	109.552
99.686	102.381	106.977	109.887
98.338	106.305	106.753	111.006
102.044	104.288	109.887	109.552
98.450	105.521	108.321	112.571
98.338	103.951	106.529	112.235
98.113	103.278	108.544	111.229
100.922	104.512	107.761	113.241
101.820	104.512	106.305	110.335
100.136	105.296	106.977	113.018
100.248	105.633	106.081	112.124
98.450	105.745	109.663	111.676
98.563	102.942	108.544	110.894
100.472	106.417	106.641	113.353
101.932	106.305	108.656	113.353
100.922	105.296	109.552	110.223
101.707	106.193	108.433	111.006
101.707	103.615	107.089	113.241
101.820	105.521	107.425	109.775
100.585	104.063	106.753	111.006
100.472	104.736	108.880	112.347
100.809	104.624	108.880	110.782
101.146	105.184	110.223	110.335
101.595	105.857	106.529	110.894
99.574	103.054	110.670	110.782
98.900	106.081	108.321	113.129
99.686	102.942	107.425	111.565
99.349	105.857	108.209	113.018
102.493	104.512	108.097	112.347
101.034	104.063	110.558	113.353
100.697	103.503	107.201	112.571
102.717	103.166	109.104	111.676
99.237	105.969	107.425	109.999
100.023	106.417	108.768	110.335
102.605	104.063	110.446	113.465
99.574	106.977	110.223	113.241
101.258	104.400	109.328	112.124
102.942	104.063	110.782	111.565
99.574	105.409	110.558	109.999
100.809	105.184	107.649	112.012
103.166	104.288	110.111	110.558
100.922	104.848	108.768	110.111
99.911	106.305	107.761	112.794
102.044	105.633	110.670	110.894
100.697	106.977	110.670	113.911
100.697	105.857	110.558	112.571
99.799	106.193	109.104	111.453
101.371	104.736	107.313	110.558
99.462	104.960	108.097	111.006
102.605	104.288	109.887	112.347
101.707	107.537	107.649	112.012
99.799	106.753	108.880	112.571
103.166	106.081	109.663	112.571
102.044	104.736	108.209	113.465
101.595	105.745	108.656	113.576
101.932	105.633	110.782	113.465
100.472	106.193	107.313	111.117
102.381	105.072	111.453	111.788
103.054	105.296	108.992	110.894
103.727	104.400	110.670	111.341
100.922	104.400	108.209	113.018
102.605	106.865	108.209	110.670
104.063	104.175	110.111	114.470
101.034	105.296	109.216	113.241
99.911	106.305	109.440	112.012
102.381	105.857	110.111	110.894
102.269	106.305	110.446	114.470
103.951	108.097	110.335	111.900
102.044	104.736	111.676	112.571
102.605	107.537	108.209	112.794
100.023	105.969	109.775	113.465
101.932	107.985	108.880	114.246
103.054	104.063	111.006	111.565
101.258	107.649	108.656	111.117
100.360	104.288	110.335	111.788
103.951	107.761	108.321	113.911
104.400	105.745	108.097	113.911
103.166	104.400	111.565	114.246
102.942	106.977	107.985	110.894
104.175	106.977	108.880	111.341
100.360	106.753	108.544	113.353
102.717	104.848	111.565	113.018
101.034	105.969	110.670	114.805
103.951	104.624	111.341	111.788
104.624	106.193	110.782	112.682
101.932	106.305	111.006	112.906
102.942	107.761	108.656	112.794
103.951	106.641	110.223	111.229
102.942	104.512	110.782	113.353
102.381	107.425	112.124	111.676
102.605	105.633	109.104	115.028
104.624	106.417	110.446	111.788
101.707	105.072	111.117	114.023
101.258	106.753	109.104	114.358
101.595	108.768	111.341	113.353
102.269	105.072	111.341	111.341
102.605	104.960	108.992	113.129
100.922	105.633	109.775	114.581
101.258	105.745	111.229	113.688
102.830	105.521	111.229	115.028
102.381	105.633	108.880	111.565
104.400	106.081	110.670	114.581
103.278	106.417	110.670	112.571
104.960	106.753	112.347	112.124
102.942	107.313	111.117	115.475
103.839	105.296	109.999	114.916
105.296	105.184	109.328	113.353
104.960	105.857	112.682	113.018
102.830	107.089	111.788	113.018
102.156	106.865	108.768	113.018
102.381	105.857	109.440	115.698
101.595	105.745	110.782	113.353
101.820	106.417	112.012	111.565
104.736	105.857	111.229	113.911
103.951	106.753	112.459	113.688
105.184	108.880	111.006	113.688
102.156	108.768	110.111	114.358
103.278	105.184	111.788	112.347
104.624	108.097	110.335	111.900
103.839	107.089	110.446	113.688
104.063	105.969	110.223	115.140
101.707	109.104	109.440	115.921
102.156	109.552	112.347	115.028
102.605	105.633	113.018	115.140
102.381	105.857	110.782	112.906
104.288	108.433	112.124	114.358
105.857	105.521	111.006	113.353
102.493	109.104	112.347	115.363
104.400	105.521	112.682	115.363
102.605	105.857	111.229	115.810
103.503	108.209	112.906	115.251
105.409	106.417	109.775	114.805
104.063	106.417	111.900	115.475
102.605	108.656	112.794	115.586
104.400	108.097	113.129	116.033
106.193	108.321	110.670	115.140
104.736	108.992	112.682	115.586
102.830	106.753	111.676	116.033
105.857	106.081	109.104	113.018
105.521	106.865	111.676	113.353
106.193	106.081	111.006	113.129
104.512	108.992	109.775	116.033
106.081	108.433	109.440	112.794
102.717	108.097	110.111	113.241
105.521	107.537	112.124	116.144
102.717	107.537	112.012	114.023
105.409	106.977	112.906	112.571
104.063	109.104	113.241	114.805
106.193	108.768	109.775	115.475
104.400	106.193	109.663	114.581
106.305	108.209	113.688	115.140
106.529	109.328	112.571	113.129
105.745	109.775	112.347	114.023
103.166	110.446	111.006	114.581
105.521	110.111	109.887	115.140
102.605	108.880	110.894	113.688
104.624	110.223	113.465	115.810
105.745	107.985	111.900	113.688
103.390	108.880	113.465	114.135
106.753	106.977	113.353	113.353
102.830	107.201	109.775	116.256
106.193	106.865	113.465	113.241
104.063	106.417	111.117	114.693
103.839	108.656	111.565	116.479
104.512	106.417	109.887	113.129
104.175	107.089	113.688	114.581
103.054	108.097	113.018	114.805
106.193	106.641	113.688	115.586
105.633	108.321	113.688	113.800
105.296	108.097	112.794	113.018
105.633	108.656	109.887	114.581
106.417	108.880	110.894	115.810
103.278	110.335	112.347	116.256
104.512	107.089	113.576	113.465
104.960	107.649	112.235	114.916
103.839	107.649	112.124	116.033
104.512	109.552	111.117	116.033
103.727	110.223	113.129	116.033
104.960	107.873	112.235	115.586
105.409	107.649	110.446	116.144
105.521	109.663	112.124	113.576
103.839	109.663	112.235	114.246
107.313	109.552	110.111	113.688
104.063	107.425	113.465	114.805
105.184	111.006	110.558	116.368
105.184	107.425	111.453	114.916
103.839	108.433	110.670	115.140
105.409	110.223	113.911	116.926
105.633	108.992	112.906	116.256
103.951	110.111	111.900	115.363
106.865	107.425	114.358	115.475
107.089	109.887	111.341	114.916
103.727	109.216	111.229	113.576
105.521	109.104	111.006	114.246
106.865	110.446	114.581	116.033
107.201	110.670	113.353	116.591
105.184	109.104	113.911	115.251
107.537	110.223	112.235	114.581
107.425	107.873	110.446	117.372
105.521	108.321	113.911	114.246
107.425	108.992	111.900	116.479
105.409	109.663	112.347	113.241
104.288	109.663	111.676	113.800
107.985	109.999	111.453	116.926
104.400	110.782	113.688	115.586
104.960	109.999	114.805	117.037
107.313	109.104	113.576	113.353
105.633	111.341	113.800	114.246
104.624	111.453	111.229	113.353
106.417	109.999	113.465	114.693
106.529	111.006	114.581	114.135
105.521	111.453	112.682	114.246
105.969	110.670	115.028	114.805
104.400	111.565	114.135	114.246
107.313	109.216	112.794	115.921
105.521	107.985	114.358	115.140
104.288	108.768	111.565	115.363
106.193	109.216	114.135	115.810
104.960	110.446	114.581	114.693
107.089	111.900	114.470	117.149
107.201	109.775	111.341	116.144
106.193	110.670	110.894	113.911
106.865	111.117	114.023	117.260
108.321	111.676	111.676	116.368
104.736	110.894	114.805	117.818
107.761	108.544	111.565	117.595
107.089	108.656	114.916	114.693
107.537	110.446	111.900	116.144
107.985	109.440	113.018	115.140
106.977	109.775	111.788	114.246
108.321	108.880	114.023	114.916
104.960	111.676	112.347	116.479
107.313	110.223	114.023	116.814
105.857	111.676	113.465	115.475
105.745	110.782	114.470	114.805
106.753	108.656	114.470	117.483
106.865	110.782	112.906	117.483
108.544	109.440	112.459	116.702
108.209	109.887	113.576	116.368
108.656	108.656	111.900	117.149
107.873	108.321	114.581	114.246
108.992	111.453	111.900	117.037
105.296	109.104	111.676	116.368
105.184	110.111	112.235	114.246
105.072	111.117	112.012	117.037
108.768	112.124	114.358	117.595
105.745	108.656	113.018	117.372
107.313	109.440	111.900	115.140
108.880	111.117	113.129	117.483
108.992	111.676	113.576	115.921
108.656	108.880	113.129	117.930
108.433	112.235	113.800	115.251
106.753	112.124	115.140	117.372
106.417	110.111	112.347	116.591
107.425	112.682	112.235	114.916
106.753	110.558	115.363	114.581
107.313	111.453	114.135	118.041
107.089	109.887	114.246	117.595
108.544	111.229	112.012	115.028
105.521	110.558	112.794	115.810
105.969	111.006	113.911	114.805
109.440	110.446	115.698	116.702
105.409	112.459	115.140	115.810
109.328	110.558	114.581	114.470
107.201	111.229	113.465	116.814
109.440	110.335	115.363	118.376
109.328	108.992	114.135	117.149
107.537	111.341	112.571	114.246
108.097	109.775	112.347	115.363
109.328	109.999	114.135	115.586
107.313	111.565	112.235	115.140
109.104	110.670	111.900	117.149
106.977	112.459	114.916	116.368
105.745	110.558	116.144	117.707
109.328	112.235	112.012	117.930
109.104	110.223	114.693	117.037
108.656	110.335	114.023	117.707
106.753	111.900	116.256	114.470
106.529	109.216	115.140	117.818
109.999	109.663	115.921	115.586
107.649	112.794	113.241	115.921
107.649	110.894	113.241	118.153
109.887	109.440	114.916	116.144
109.887	109.440	113.129	116.368
110.223	110.670	113.800	117.595
107.537	113.018	115.140	117.818
108.097	113.576	113.576	117.037
107.313	113.241	115.140	118.710
108.880	110.111	115.921	116.144
106.193	113.465	113.465	117.483
106.529	110.894	114.581	116.702
110.223	113.576	112.682	116.479
109.216	113.018	114.358	116.033
109.216	112.571	114.246	116.256
106.641	111.453	114.023	115.698
110.446	111.788	113.129	117.595
108.656	111.229	112.571	118.487
110.335	110.111	112.571	116.479
110.446	110.111	115.028	116.591
106.529	112.235	115.475	116.702
109.887	111.117	114.023	115.251
110.223	112.124	114.581	116.702
108.321	111.006	114.135	118.264
107.761	111.453	115.028	115.028
108.209	109.999	114.246	117.372
107.985	112.124	116.702	115.251
109.775	113.129	115.698	118.487
